,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
cc,-0.7514342051949139,0.7159301045856901,-0.9863188772416132,0.9873977739448713,0.9149202253800903,0.39513817911732785,0.996837956155142,-0.8005456402349906,-0.2376875879977944,0.921475754530888,-0.9458060589932289,0.9487547096955582,0.42499253215022814,0.743927836511002,-0.6773204358043208,-0.44737924661405226,0.1001567125807948,-0.9995182159927961,-0.9422797730573184,0.7714079324033276,-0.2914500720613458,-0.735163000667479,0.697024209329225,0.07414827267365315,0.7223909736196472,-0.5093125263772678,-0.07979718434747589,-0.35664332522270376,1.0,0.9333575832593405,0.4529011541456686,-0.22153490691860978,-0.9909639349341322,0.7714079324033276,-0.7050128449215237,0.08553127294847496,0.9997830606877425,0.9873977739448713,-0.999665728441811,0.17984233083480328,0.9992602895182942,0.8640529626430982,-0.986827882382623,0.9981105344726057,-0.9866106902758901,0.9873977739448713,0.3511124239287159,0.42369379894104736,0.9873977739448714,0.8318123527452165
nsubj:pass,-0.938193544871935,0.9188261771012755,-0.9797602810334776,0.864788770325154,0.7090638828914454,0.039067853060572845,0.9589287150034375,-0.9623027169116745,-0.5705085962470875,0.999494641658302,-0.766213360948766,0.998959779161046,0.7215885470256816,0.9342212218820608,-0.36810842757363726,-0.738587870848501,0.4506250575228172,-0.944048807999285,-0.9996692769847647,0.9484127141924784,-0.6153917215852704,-0.9294973140138272,0.3931900767134757,0.4271666881489586,0.9224561496704334,-0.784274711596018,0.28332398845446266,0.0024679919633719565,0.9333575832593405,1.0,0.7427426136709382,-0.5568002430247955,-0.8767785213347581,0.9484127141924784,-0.9125930006703279,-0.2778013055811195,0.9256787098200752,0.864788770325154,-0.9423258426597905,0.5209526556731031,0.9188634209937474,0.9871651039121953,-0.8629949508514003,0.9536492211928062,-0.8623186524262182,0.864788770325154,0.6638083534882497,0.07032081204565639,0.8647887703251541,0.9756149120704056
discourse,-0.9285843503199629,0.9467082763730711,-0.5936775279033714,0.30609685584594165,0.05450356493059466,-0.6400484968341799,0.5223135852334558,-0.8968552418041066,-0.973659062901222,0.763651612579374,-0.13883831805599264,0.7114372871935365,0.9995175825178327,0.9327201169577989,0.3491514445549598,-0.9999808800233574,0.932438768297308,-0.4803549062664662,-0.7252778160811968,0.9167081461540306,-0.984852628794154,-0.9373366138867492,-0.3236084109355249,0.9226883100145031,0.9436724362842352,-0.9979290262160379,0.8525774183125283,0.671408081621906,0.4529011541456686,0.7427426136709382,1.0,-0.9697410431054799,-0.3292249221965254,0.9167081461540307,-0.9515911321998102,-0.8495563864894995,0.4342329190938025,0.30609685584594165,-0.475800208988371,0.9584750367798174,0.4182801645334127,0.8401430708309559,-0.3027044064745958,0.5068264406522941,-0.30142975289399276,0.30609685584594165,0.9938172355133933,-0.615689187756907,0.30609685584594165,0.8715957506549796
csubj:pass,0.8098823174888283,-0.8394276004988773,0.3792566094412622,-0.06441727109964365,0.19091860864458854,0.8082592898318552,-0.29832122916059556,0.7617301529797407,0.9998622843979917,-0.5829232436062398,-0.1071341859943363,-0.5183435741386732,-0.9768556053464733,-0.8164613158038223,-0.5673579585096143,0.971232192950791,-0.9924372659812793,0.2516946179771576,0.5352548052580542,-0.7914232136365195,0.9973835792357504,0.8239107228595798,0.5448155186332029,-0.9888945002384398,-0.8343379454726222,0.9520287859666032,-0.9543649362143912,-0.832018077406944,-0.22153490691860978,-0.5568002430247955,-0.9697410431054799,1.0,0.08873727736180664,-0.7914232136365195,0.847757737605038,0.952630819905758,-0.20117576410428792,-0.06441727109964365,0.24667248423784843,-0.9990943730664037,-0.1838704479589835,-0.682310520821773,0.06086280284291899,-0.28103355797099716,0.05952811286958085,-0.06441727109964365,-0.990851371006301,0.7894354578929141,-0.06441727109964361,-0.7255406053863908
acl,0.6561450737397574,-0.6158160904281657,0.9552955201241721,-0.9997025239652564,-0.9607919030767627,-0.5147811210184825,-0.9771724387176647,0.7129323753217566,0.10525513727237862,-0.8610488811496889,0.9808155459735848,-0.8977952607014033,-0.299739490656772,-0.647572887493004,0.7698769388260669,0.32337954914449907,0.03420246149818462,0.9863234676197183,0.8888554552743259,-0.6790859236656821,0.1605109696555212,0.6375955370566592,-0.7869024386099994,0.060281104243595084,-0.6231155128577334,0.3892817407470965,0.21277700557994983,0.4787290536908356,-0.9909639349341322,-0.8767785213347581,-0.3292249221965254,0.08873727736180664,1.0,-0.6790859236656822,0.6035190373096878,-0.21839548448191368,-0.9935426698952246,-0.9997025239652564,0.9871649178617349,-0.04627557660801983,-0.995388974913257,-0.7887248674966536,0.9996093205385195,-0.9808501499679666,0.9995710545120877,-0.9997025239652564,-0.2223506791926556,-0.5413596892325335,-0.9997025239652564,-0.7498470350089108
expl:pass,-0.9995251731579609,0.9965495682913513,-0.8657541422954119,0.6609803462215715,0.4489274238203803,-0.27974387458821465,0.8195331494988797,-0.9988884357497592,-0.8014585601048685,0.9580113633648009,-0.5229620013638829,0.9329692075006079,0.9038564356157401,0.9991130104962108,-0.054341873908869076,-0.9142198285782633,0.7104029008944066,-0.7907868098724423,-0.9399459458192605,1.0,-0.8335417660053913,-0.9984799749514902,0.0814032587829834,0.691787811923793,0.9972782445597084,-0.9405110561713516,0.5727555520045507,0.3193780723294792,0.7714079324033276,0.9484127141924784,0.9167081461540307,-0.7914232136365195,-0.6790859236656822,1.0,-0.9951420235928216,-0.5680295652686904,0.7579864776024637,0.6609803462215715,-0.7876020569227019,0.7646974948231707,0.746366104838953,0.9868719225689127,-0.6583036257392794,0.8090496953555043,-0.6572965210501849,0.6609803462215715,0.8666781343484795,-0.24956035923262007,0.6609803462215718,0.9948721082736754
amod,0.9977030151718547,-0.9998796581377098,0.8122772285518709,-0.5838923120934564,-0.35877497867521513,0.37290399438330163,-0.7591370428067253,0.9893952375382595,0.8564429958930093,-0.9251288473863503,0.43650723122417423,-0.8929992690265799,-0.941585857355723,-0.9984049919966498,-0.04422639516410001,0.9496722382083871,-0.7762402428779004,0.7266849148362031,0.9017765142872789,-0.9951420235928217,0.8838816376208534,0.999055508881721,0.01711521398870957,-0.7595177687870057,-0.9996921836379147,0.9693916656420764,-0.650674958940476,-0.41112021771084106,-0.7050128449215237,-0.9125930006703279,-0.9515911321998102,0.847757737605038,0.6035190373096878,-0.9951420235928216,1.0,0.646295035885691,-0.690088353877538,-0.5838923120934564,0.7231127229810647,-0.8244225897256586,-0.6772184636129435,-0.966177612747707,0.5809973076724176,-0.7472564724496547,0.5799085035715112,-0.5838923120934564,-0.9115812346602494,0.3436827245166657,-0.5838923120934564,-0.9800817437505768
nummod,0.5931190294581931,-0.6343790858580155,0.07988343562726426,0.2421315803702363,0.48040987917544975,0.9490520651809546,0.006090762939518232,0.5286040623556647,0.9474524381587662,-0.30819745834297874,-0.4044380526796052,-0.23370721675425435,-0.8655295972183475,-0.6021820173560404,-0.790924271642633,0.8528020927426819,-0.9827590560235776,-0.05456615033531215,0.25300520099491525,-0.5680295652686905,0.9281525235892023,0.6125268106114027,0.774037330885251,-0.9872508057185746,-0.6271638628631555,0.8138658731226306,-0.9999834470001715,-0.9613212414263218,0.08553127294847496,-0.2778013055811195,-0.8495563864894995,0.952630819905758,-0.21839548448191368,-0.5680295652686904,0.646295035885691,1.0,0.10626501469595587,0.2421315803702363,-0.059743384863642536,-0.9647085399333059,0.12378320970644106,-0.42765264224361643,-0.24558552469289788,0.024150860671392785,-0.24688147031668098,0.2421315803702363,-0.9028710103527647,0.938725211839986,0.24213158037023627,-0.48187695973135397
conj,-0.7375282964765376,0.7012328302309079,-0.9826713357343221,0.9904798675948217,0.9231288987231633,0.4141860836556003,0.994966634487936,-0.7878899638619125,-0.2174043144811861,0.9131852654447068,-0.9523645979464359,0.941966762284613,0.4060463299538355,0.7298475141326618,-0.6924968695723902,-0.4286542306940717,0.07941109413440368,-0.9986549096078198,-0.9351013790110232,0.7579864776024637,-0.27146247445819593,-0.7208839914064207,0.7118081118221808,0.053360899832551045,0.7078315811891699,-0.49127730549977994,-0.10054207684293215,-0.3760249015363403,0.9997830606877425,0.9256787098200752,0.4342329190938025,-0.20117576410428792,-0.9935426698952246,0.7579864776024637,-0.690088353877538,0.10626501469595587,1.0,0.9904798675948217,-0.9989103575801952,0.15931429370422107,0.9998444988972603,0.8533803674716767,-0.9899833241640049,0.9966142118153645,-0.989793659568137,0.9904798675948217,0.3315337197636812,0.4424685644815035,0.990479867594822,0.8200708277956428
appos,-0.6375444760109401,0.5964164021468442,-0.9478004269559863,1.0,0.9672686690711886,0.5355379110287076,0.9717001910627593,-0.6956173497500338,-0.08096948047704293,0.8483899722174623,-0.9852782831764659,0.8867865903616176,0.2763819176680826,0.6287951175036547,-0.7852133192509991,-0.30020400755868376,-0.0585678424864599,-0.9820101005492636,-0.8774159238286681,0.6609803462215714,-0.1363896332999528,-0.618616646390278,0.8017187646491257,-0.0846086430013667,0.6038541412288773,-0.36670001371273037,-0.23654502697636817,-0.5,0.9873977739448713,0.864788770325154,0.30609685584594165,-0.06441727109964365,-0.9997025239652564,0.6609803462215715,-0.5838923120934564,0.2421315803702363,0.9904798675948217,1.0,-0.98297610292135,0.02189811398176016,0.9927533804251141,0.773496684508992,-0.9999936579930234,0.9758081126505646,-0.9999880019858765,1.0,0.19850526635353558,0.5617053959191382,0.9999999999999999,0.7334873910975387
case,0.7682417252197676,-0.7337413552145579,0.9902511820745489,-0.98297610292135,-0.9041788056088877,-0.371256013698982,-0.9985591357296936,0.8157716373547726,0.2627212416946346,-0.9312103681641354,0.9370942677721501,-0.9566077923343439,-0.44825346485525563,-0.7609563822586729,0.6580735165373763,0.47035211486462253,-0.12584727040583057,0.9999865541980605,0.9506214151241954,-0.7876020569227018,0.3160842622812684,0.752443461422397,-0.6782526368667855,-0.09990635663189397,-0.7400271754527779,0.5313917896094889,0.05399891594847426,0.33237021520663784,-0.999665728441811,-0.9423258426597905,-0.475800208988371,0.24667248423784843,0.9871649178617349,-0.7876020569227019,0.7231127229810647,-0.059743384863642536,-0.9989103575801952,-0.98297610292135,1.0,-0.20521471603732205,-0.9979320189530344,-0.876779081563376,0.9823155101517247,-0.9993654692608633,0.9820642799339139,-0.98297610292135,-0.3752030557608125,-0.400133439178259,-0.9829761029213502,-0.8458847658788412
xcomp:pred,-0.7841898342541159,0.8155431180037039,-0.33954273763158305,0.02189811398176016,-0.23251224388157407,-0.8325814099002653,0.25743932477822645,-0.7334729259926679,-0.9982506549994936,0.547822956009807,0.1493414651366607,0.4814872513032475,0.9668696748382196,0.7911539973200037,0.6018821810897228,-0.9602201895834229,0.9967615244897563,-0.21028728359238244,-0.49882915978709824,0.7646974948231708,-0.9934043960763443,-0.7990511056753626,-0.5800019960447925,0.9943225576759557,0.8101269645770178,-0.9381461895455596,0.9662076506600489,0.8548686804417919,0.17984233083480328,0.5209526556731031,0.9584750367798174,-0.9990943730664037,-0.04627557660801983,0.7646974948231707,-0.8244225897256586,-0.9647085399333059,0.15931429370422107,0.02189811398176016,-0.20521471603732205,1.0,0.1418801813430967,0.6505864843911228,-0.018337372427389226,0.2399446747983955,-0.017000466475321926,0.02189811398176016,0.9842116914669428,-0.8148386462828511,0.02189811398176018,0.6956020608682248
aux:pass,-0.7255046993196721,0.6885515332334998,-0.9792498466054435,0.9927533804251141,0.9297656775292932,0.43017252490153696,0.9930448129200377,-0.776907795497086,-0.2001577288459421,0.9058563892331337,-0.9575943733377624,0.9359002521486683,0.3898677944403527,0.7176788546397136,-0.7051111318481066,-0.41265529471129603,0.061819867399189904,-0.9975852739339216,-0.9287066255051405,0.7463661048389532,-0.25444788798149864,-0.7085501537068554,0.7240834873635439,0.035743157229924785,0.695264783903566,-0.4758411449297936,-0.11807165370771455,-0.3923067894684824,0.9992602895182942,0.9188634209937474,0.4182801645334127,-0.1838704479589835,-0.995388974913257,0.746366104838953,-0.6772184636129435,0.12378320970644106,0.9998444988972603,0.9927533804251141,-0.9979320189530344,0.1418801813430967,1.0,0.8440549636476591,-0.9923191056561338,0.9950093246128742,-0.9921528115760533,0.9927533804251141,0.3148449486677205,0.45821415974850777,0.9927533804251141,0.8098517115072151
advmod:neg,-0.9814269145252078,0.9700619288562983,-0.935216701019415,0.773496684508992,0.587349449082111,-0.12101468455223188,0.9013216515428223,-0.9933877973638487,-0.6943489390861923,0.9917428323856105,-0.6537561216627663,0.9788557767243692,0.8228929788088265,0.9791957241169468,-0.21489465306213618,-0.8367731226106097,0.5874103521086177,-0.879261058514913,-0.9827316280745882,0.9868719225689127,-0.7333745836775768,-0.9764704021744927,0.24130342082048648,0.5660831982690105,0.97227815873156,-0.8732905768412278,0.4328466330081719,0.16213885862579194,0.8640529626430982,0.9871651039121953,0.8401430708309559,-0.682310520821773,-0.7887248674966536,0.9868719225689127,-0.966177612747707,-0.42765264224361643,0.8533803674716767,0.773496684508992,-0.876779081563376,0.6505864843911228,0.8440549636476591,1.0,-0.771234526505963,0.8933513129195262,-0.7703826954340244,0.773496684508992,0.7747307714392085,-0.08988942129446775,0.773496684508992,0.9981460987511128
cop,0.6347966382030497,-0.5935539267146998,0.9466587951147,-0.9999936579930234,-0.9681662701358837,-0.5385422046594175,-0.9708527499018788,0.6930543431811473,0.07741920403509017,-0.8464992571455281,0.9858808947442071,-0.8851349354213057,-0.272957434438774,-0.6260218441512461,0.7874136837124651,0.29680491909430284,0.062122814248052126,0.9813313684875224,0.8757018200616087,-0.6583036257392794,0.13286059247319504,0.6158145116335585,-0.8038423679661894,0.08815679264185641,-0.6010114928512723,0.36338432519434616,0.24000391123223194,0.5030811409617562,-0.986827882382623,-0.8629949508514003,-0.3027044064745958,0.06086280284291899,0.9996093205385195,-0.6583036257392794,0.5809973076724176,-0.24558552469289788,-0.9899833241640049,-0.9999936579930234,0.9823155101517247,-0.018337372427389226,-0.9923191056561338,-0.771234526505963,1.0,-0.9750232872698633,0.9999991060621584,-0.9999936579930234,-0.19501342437033012,-0.564648359625497,-0.9999936579930235,-0.7310620063143151
obj,-0.7905556183658378,0.7574758335852072,-0.9945842156589144,0.9758081126505646,0.8883905975425863,0.3379478187984006,0.9998368791361325,-0.8358546723971384,-0.29692156924540386,0.943601698990383,-0.924066166487679,0.9663791901229605,0.47980840836310135,0.7835827528594397,-0.6308370655324035,-0.5014860026779252,0.16110247579753656,-0.9995367372745029,-0.9610724400913574,0.8090496953555042,-0.349675827562136,-0.775426208855265,0.6516489580479989,0.1352829969744055,0.7635136117511157,-0.5612277467553665,-0.01839838160208982,-0.298566010851037,0.9981105344726057,0.9536492211928062,0.5068264406522941,-0.28103355797099716,-0.9808501499679666,0.8090496953555043,-0.7472564724496547,0.024150860671392785,0.9966142118153645,0.9758081126505646,-0.9993654692608633,0.2399446747983955,0.9950093246128742,0.8933513129195262,-0.9750232872698633,1.0,-0.9747254390044845,0.9758081126505646,0.4079810412470779,0.3672369629697064,0.9758081126505646,0.8643455719815716
ccomp,0.6337629101884775,-0.5924772941846139,0.9462270802159299,-0.9999880019858765,-0.9685000950259991,-0.5396683738618709,-0.9705314068072898,0.6920898174704527,0.07608603361604074,-0.8457866342304644,0.9861039106723324,-0.8845119387839401,-0.2716708514775707,-0.6249785953453664,0.7882372104520697,0.29552779225130166,0.06345729048162128,0.9810733312713825,0.8750554085109332,-0.6572965210501847,0.13153521319040692,0.6147604605220622,-0.8046370216746181,0.08948862231536017,-0.5999422797732014,0.3621382920061455,0.24130172978573497,0.5042362778840417,-0.9866106902758901,-0.8623186524262182,-0.30142975289399276,0.05952811286958085,0.9995710545120877,-0.6572965210501849,0.5799085035715112,-0.24688147031668098,-0.989793659568137,-0.9999880019858765,0.9820642799339139,-0.017000466475321926,-0.9921528115760533,-0.7703826954340244,0.9999991060621584,-0.9747254390044845,1.0,-0.9999880019858765,-0.19370180748327456,-0.5657514176051962,-0.9999880019858768,-0.7301490248944469
fixed,-0.6375444760109401,0.5964164021468442,-0.9478004269559863,1.0,0.9672686690711886,0.5355379110287076,0.9717001910627593,-0.6956173497500338,-0.08096948047704293,0.8483899722174623,-0.9852782831764659,0.8867865903616176,0.2763819176680826,0.6287951175036547,-0.7852133192509991,-0.30020400755868376,-0.0585678424864599,-0.9820101005492636,-0.8774159238286681,0.6609803462215714,-0.1363896332999528,-0.618616646390278,0.8017187646491257,-0.0846086430013667,0.6038541412288773,-0.36670001371273037,-0.23654502697636817,-0.5,0.9873977739448713,0.864788770325154,0.30609685584594165,-0.06441727109964365,-0.9997025239652564,0.6609803462215715,-0.5838923120934564,0.2421315803702363,0.9904798675948217,1.0,-0.98297610292135,0.02189811398176016,0.9927533804251141,0.773496684508992,-0.9999936579930234,0.9758081126505646,-0.9999880019858765,1.0,0.19850526635353558,0.5617053959191382,0.9999999999999999,0.7334873910975387
acl:relcl,-0.8816381204771904,0.9050936157680938,-0.5006620794847686,0.19850526635353558,-0.0566967680595579,-0.7213981680978602,0.4244043998273866,-0.8421996580959925,-0.9929546111603857,0.6872470397986201,-0.02802683095270275,0.6290134855688939,0.9967861254396939,0.8869163655502997,0.4510336829162547,-0.9944848129243885,0.9667913865274621,-0.3800048518408814,-0.6443554016431761,0.8666781343484795,-0.9980151152929083,-0.8928562025239576,-0.4266616865149122,0.9597901767058448,0.9011007323740845,-0.9846172057257736,0.9053296719304831,0.7495387101005031,0.3511124239287159,0.6638083534882497,0.9938172355133933,-0.990851371006301,-0.2223506791926556,0.8666781343484795,-0.9115812346602494,-0.9028710103527647,0.3315337197636812,0.19850526635353558,-0.3752030557608125,0.9842116914669428,0.3148449486677205,0.7747307714392085,-0.19501342437033012,0.4079810412470779,-0.19370180748327456,0.19850526635353558,1.0,-0.6993716842776524,0.19850526635353555,0.8117779554858093
advmod,0.27927971441098204,-0.32907284021228744,-0.2685763955496762,0.5617053959191382,0.7532605599452485,0.9995101605784188,0.35037763117320325,0.20363744661473757,0.7791398352928167,0.03857621385325338,-0.6948762243990312,0.11573477259144326,-0.6398655704986219,-0.29011592153765026,-0.9533668087224818,0.6205501958785424,-0.8588150155335513,-0.39537559399545474,-0.09595035892465542,-0.24956035923262027,0.7429952890719314,0.30255281214143437,0.9448304738533008,-0.8718958390865459,-0.3202781786044395,0.563727000450456,-0.9367265458170843,-0.997347838310495,0.42369379894104736,0.07032081204565639,-0.615689187756907,0.7894354578929141,-0.5413596892325335,-0.24956035923262007,0.3436827245166657,0.938725211839986,0.4424685644815035,0.5617053959191382,-0.400133439178259,-0.8148386462828511,0.45821415974850777,-0.08988942129446775,-0.564648359625497,0.3672369629697064,-0.5657514176051962,0.5617053959191382,-0.6993716842776524,1.0,0.5617053959191382,-0.15033988394067557
orphan,-0.6375444760109401,0.5964164021468442,-0.9478004269559864,0.9999999999999999,0.9672686690711886,0.5355379110287076,0.9717001910627592,-0.6956173497500338,-0.08096948047704292,0.8483899722174625,-0.9852782831764662,0.8867865903616174,0.2763819176680827,0.6287951175036547,-0.7852133192509991,-0.30020400755868376,-0.058567842486459916,-0.982010100549264,-0.877415923828668,0.6609803462215714,-0.13638963329995282,-0.6186166463902779,0.8017187646491257,-0.08460864300136675,0.6038541412288774,-0.3667000137127303,-0.2365450269763682,-0.5000000000000001,0.9873977739448714,0.8647887703251541,0.30609685584594165,-0.06441727109964361,-0.9997025239652564,0.6609803462215718,-0.5838923120934564,0.24213158037023627,0.990479867594822,0.9999999999999999,-0.9829761029213502,0.02189811398176018,0.9927533804251141,0.773496684508992,-0.9999936579930235,0.9758081126505646,-0.9999880019858768,0.9999999999999999,0.19850526635353555,0.5617053959191382,1.0,0.7334873910975388
punct,-0.9912832816644175,0.9830446982548761,-0.9119326051049913,0.7334873910975387,0.537001695655792,-0.18120653150893057,0.873287640333272,-0.9985337200050817,-0.7368614012259381,0.9820989480969903,-0.6064883889714991,0.9645913469297684,0.8559498374956329,0.9897306943650482,-0.15505469994241572,-0.8685476224010062,0.6355775265814401,-0.8486392635982637,-0.9696477650741294,0.9948721082736756,-0.773391494133459,-0.9877854251711705,0.18179110224460562,0.615206446770782,0.984707195604548,-0.9013242622479025,0.4869106493399884,0.22189641973874188,0.8318123527452165,0.9756149120704056,0.8715957506549796,-0.7255406053863908,-0.7498470350089108,0.9948721082736754,-0.9800817437505768,-0.48187695973135397,0.8200708277956428,0.7334873910975387,-0.8458847658788412,0.6956020608682248,0.8098517115072151,0.9981460987511128,-0.7310620063143151,0.8643455719815716,-0.7301490248944469,0.7334873910975387,0.8117779554858093,-0.15033988394067557,0.7334873910975388,1.0
