,len,PUNCT,AUX,X,ADV,PART,CCONJ,NOUN,SCONJ,VERB,ADP,PROPN,PRON,NUM,ADJ,advmod:emph,obl:arg,flat,nsubj,root,advcl,mark,det,csubj,xcomp,obl,nmod,advcl:cmpr,cc,nsubj:pass,discourse,csubj:pass,acl,expl:pass,amod,nummod,conj,appos,case,xcomp:pred,aux:pass,advmod:neg,cop,obj,ccomp,fixed,acl:relcl,advmod,orphan,punct
ADP,0.4964502159259452,-0.4504122249382971,0.8793347364773106,-0.9852782831764659,-0.9964102168895055,-0.6720299824804957,-0.9170117670471222,0.5625581653648882,-0.09061939770093407,-0.7453997751563801,1.0,-0.7947182600426849,-0.10801408902227495,-0.48660603418578563,0.8795152809981464,0.1327117367552275,0.2283703574579527,0.9352714643653188,0.7824850043073371,-0.5229620013638828,-0.034978894188899885,0.47518889453454277,-0.8920980493928422,0.25370824264692987,-0.45869447669533236,0.20225244216905738,0.39916917049370243,0.6406932821099581,-0.9458060589932289,-0.766213360948766,-0.13883831805599264,-0.1071341859943363,0.9808155459735848,-0.5229620013638829,0.43650723122417423,-0.4044380526796052,-0.9523645979464359,-0.9852782831764659,0.9370942677721501,0.1493414651366607,-0.9575943733377624,-0.6537561216627663,0.9858808947442071,-0.924066166487679,0.9861039106723324,-0.9852782831764659,-0.02802683095270275,-0.6948762243990312,-0.9852782831764662,-0.6064883889714991
PROPN,-0.9214349530787536,0.8998737885005602,-0.9878690659220153,0.8867865903616176,0.7404808746070783,0.08459239682229971,0.9708655273369139,-0.9488993924788476,-0.5324642464211182,0.9970054250599469,-0.7947182600426849,1.0,0.68926804812762,0.9169841742660386,-0.4101236085040356,-0.7070780099500238,0.40944858465158646,-0.9581059306400374,-0.9998020709387258,0.932969207500608,-0.5788086841994224,-0.9117118361207496,0.434708317195266,0.3854920603170386,0.9038903480265362,-0.7551680299258008,0.239297767018816,-0.04313443223569861,0.9487547096955582,0.998959779161046,0.7114372871935365,-0.5183435741386732,-0.8977952607014033,0.9329692075006079,-0.8929992690265799,-0.23370721675425435,0.941966762284613,0.8867865903616176,-0.9566077923343439,0.4814872513032475,0.9359002521486683,0.9788557767243692,-0.8851349354213057,0.9663791901229605,-0.8845119387839401,0.8867865903616176,0.6290134855688939,0.11573477259144326,0.8867865903616174,0.9645913469297684
PRON,-0.9166100789330869,0.9362480106907817,-0.5683986230420925,0.2763819176680826,0.02346539062058886,-0.6636026950566981,0.49557675461260653,-0.8826848584848527,-0.9802708617202457,0.7432312525560367,-0.10801408902227495,0.68926804812762,1.0,0.9210705895246531,0.37808645659267637,-0.9996905290269726,0.9432110861253596,-0.45288296337438494,-0.7035458214857302,0.9038564356157401,-0.9897627814505782,-0.9260630224637421,-0.35283914351653417,0.9342175172826372,0.9329406702530536,-0.9954498103259298,0.8683970843308152,0.6941009230737331,0.42499253215022814,0.7215885470256816,0.9995175825178327,-0.9768556053464733,-0.299739490656772,0.9038564356157401,-0.941585857355723,-0.8655295972183475,0.4060463299538355,0.2763819176680826,-0.44825346485525563,0.9668696748382196,0.3898677944403527,0.8228929788088265,-0.272957434438774,0.47980840836310135,-0.2716708514775707,0.2763819176680826,0.9967861254396939,-0.6398655704986219,0.2763819176680827,0.8559498374956329
NUM,-0.9999361096470857,0.9991606996380274,-0.8439118105474261,0.6287951175036547,0.41090170699406786,-0.31992380671031523,0.7946762712621546,-0.9960175283322463,-0.8259311484888796,0.9450876108839211,-0.48660603418578563,0.9169841742660386,0.9210705895246531,1.0,-0.012246604958227693,-0.9304723920455806,0.7394090978044113,-0.764310644671728,-0.9247393405296034,0.9991130104962107,-0.8560659715806227,-0.9999152163655174,0.03936151580858536,0.7215813566769105,0.9994983842872142,-0.9539840147798999,0.6067656125503855,0.3589987028599177,0.743927836511002,0.9342212218820608,0.9327201169577989,-0.8164613158038223,-0.647572887493004,0.9991130104962108,-0.9984049919966498,-0.6021820173560404,0.7298475141326618,0.6287951175036547,-0.7609563822586729,0.7911539973200037,0.7176788546397136,0.9791957241169468,-0.6260218441512461,0.7835827528594397,-0.6249785953453664,0.6287951175036547,0.8869163655502997,-0.29011592153765026,0.6287951175036547,0.9897306943650482
ADJ,0.023548807079884163,0.02872273426868883,0.5467767476096654,-0.7852133192509991,-0.9166434333918517,-0.9434542426417841,-0.6167200253419143,0.10134877855050706,-0.5536138667133149,-0.3383666918779767,0.8795152809981464,-0.4101236085040356,0.37808645659267637,-0.012246604958227693,1.0,-0.3549394149863845,0.6641506641239813,0.654160080761468,0.39189741573946657,-0.05434187390886889,-0.5063439082043553,-0.0007749805843715522,-0.9996321458241992,0.6834408096938429,0.019427019575252506,-0.2881519129605301,0.7873903744414321,0.9288715498179504,-0.6773204358043208,-0.36810842757363726,0.3491514445549598,-0.5673579585096143,0.7698769388260669,-0.054341873908869076,-0.04422639516410001,-0.790924271642633,-0.6924968695723902,-0.7852133192509991,0.6580735165373763,0.6018821810897228,-0.7051111318481066,-0.21489465306213618,0.7874136837124651,-0.6308370655324035,0.7882372104520697,-0.7852133192509991,0.4510336829162547,-0.9533668087224818,-0.7852133192509991,-0.15505469994241572
advmod:emph,0.926271649045849,-0.9446984157208694,0.5886900407485708,-0.30020400755868376,-0.048327897999709477,0.6447874988271055,-0.5170303274104247,0.8941028423817532,0.9750504113862597,-0.7596445630827877,0.1327117367552275,-0.7070780099500238,-0.9996905290269726,-0.9304723920455806,-0.3549394149863845,1.0,-0.9346553263427576,0.4749220558553254,0.7210066612355739,-0.9142198285782632,0.9859060319260281,0.9351640949213564,0.3294532957744905,-0.9250548185160907,-0.9416082849647989,0.9975121740923774,-0.85579278543836,-0.6759779956058745,-0.44737924661405226,-0.738587870848501,-0.9999808800233574,0.971232192950791,0.32337954914449907,-0.9142198285782633,0.9496722382083871,0.8528020927426819,-0.4286542306940717,-0.30020400755868376,0.47035211486462253,-0.9602201895834229,-0.41265529471129603,-0.8367731226106097,0.29680491909430284,-0.5014860026779252,0.29552779225130166,-0.30020400755868376,-0.9944848129243885,0.6205501958785424,-0.30020400755868376,-0.8685476224010062
obl:arg,-0.7317514792300707,0.7663665295242248,-0.26280617850021837,-0.0585678424864599,-0.30996970377624955,-0.8744268254856599,0.17890169884818735,-0.6764384756109123,-0.9902634402415498,0.47877468143472557,0.2283703574579527,0.40944858465158646,0.9432110861253596,0.7394090978044113,0.6641506641239813,-0.9346553263427576,1.0,-0.13099004417148616,-0.42751859340035714,0.7104029008944068,-0.9809666969155703,-0.7481132322717977,-0.6436303915413023,0.9996591914548887,0.7603601322612557,-0.9072654186669246,0.9838066057097862,0.8938227323268394,0.1001567125807948,0.4506250575228172,0.932438768297308,-0.9924372659812793,0.03420246149818462,0.7104029008944066,-0.7762402428779004,-0.9827590560235776,0.07941109413440368,-0.0585678424864599,-0.12584727040583057,0.9967615244897563,0.061819867399189904,0.5874103521086177,0.062122814248052126,0.16110247579753656,0.06345729048162128,-0.0585678424864599,0.9667913865274621,-0.8588150155335513,-0.058567842486459916,0.6355775265814401
flat,0.7715510688112097,-0.7372547998731873,0.9909601992914047,-0.9820101005492636,-0.9019515573337896,-0.36643594651596934,-0.9988239860563861,0.8187599399592104,0.2677212390670046,-0.9330879403107357,0.9352714643653188,-0.9581059306400374,-0.45288296337438494,-0.764310644671728,0.654160080761468,0.4749220558553254,-0.13099004417148616,1.0,0.9522180284745798,-0.7907868098724422,0.3209998416301784,0.7558489371101269,-0.6744329198749881,-0.10506476255506896,-0.7435050036017207,0.5357775818405831,0.04882006176770422,0.32747486402628606,-0.9995182159927961,-0.944048807999285,-0.4803549062664662,0.2516946179771576,0.9863234676197183,-0.7907868098724423,0.7266849148362031,-0.05456615033531215,-0.9986549096078198,-0.9820101005492636,0.9999865541980605,-0.21028728359238244,-0.9975852739339216,-0.879261058514913,0.9813313684875224,-0.9995367372745029,0.9810733312713825,-0.9820101005492636,-0.3800048518408814,-0.39537559399545474,-0.982010100549264,-0.8486392635982637
nsubj,0.9289825089287869,-0.9083729762136923,0.9845840301076616,-0.8774159238286681,-0.7269631976163315,-0.06475176601166308,-0.9659059782849124,0.9549900796293284,0.5491991971766513,-0.9983466170669248,0.7824850043073371,-0.9998020709387258,-0.7035458214857302,-0.9247393405296034,0.39189741573946657,0.7210066612355739,-0.42751859340035714,0.9522180284745798,1.0,-0.9399459458192604,0.5949179272239042,0.9197049322794545,-0.41670523034337376,-0.4037732823176494,-0.9122218964287341,0.7680604853592429,-0.2585675715539716,0.02324921250723142,-0.9422797730573184,-0.9996692769847647,-0.7252778160811968,0.5352548052580542,0.8888554552743259,-0.9399459458192605,0.9017765142872789,0.25300520099491525,-0.9351013790110232,-0.8774159238286681,0.9506214151241954,-0.49882915978709824,-0.9287066255051405,-0.9827316280745882,0.8757018200616087,-0.9610724400913574,0.8750554085109332,-0.8774159238286681,-0.6443554016431761,-0.09595035892465542,-0.877415923828668,-0.9696477650741294
root,-0.9995251731579609,0.9965495682913512,-0.8657541422954117,0.6609803462215714,0.4489274238203801,-0.2797438745882148,0.8195331494988793,-0.9988884357497592,-0.8014585601048687,0.9580113633648007,-0.5229620013638828,0.932969207500608,0.9038564356157401,0.9991130104962107,-0.05434187390886889,-0.9142198285782632,0.7104029008944068,-0.7907868098724422,-0.9399459458192604,1.0,-0.8335417660053915,-0.9984799749514901,0.08140325878298325,0.691787811923793,0.9972782445597084,-0.9405110561713516,0.5727555520045507,0.31937807232947935,0.7714079324033276,0.9484127141924784,0.9167081461540306,-0.7914232136365195,-0.6790859236656821,1.0,-0.9951420235928217,-0.5680295652686905,0.7579864776024637,0.6609803462215714,-0.7876020569227018,0.7646974948231708,0.7463661048389532,0.9868719225689127,-0.6583036257392794,0.8090496953555042,-0.6572965210501847,0.6609803462215714,0.8666781343484795,-0.24956035923262027,0.6609803462215714,0.9948721082736756
advcl,0.8501687042012216,-0.8765194320696402,0.44515461092222125,-0.1363896332999528,0.11945776643897955,0.7635776408733401,-0.36654001025469757,0.8065741138232296,0.9984459335959172,-0.6401365171871596,-0.034978894188899885,-0.5788086841994224,-0.9897627814505782,-0.8560659715806227,-0.5063439082043553,0.9859060319260281,-0.9809666969155703,0.3209998416301784,0.5949179272239042,-0.8335417660053915,1.0,0.8627237815257,0.48276996343581363,-0.975563297964498,-0.8720056455454887,0.9716595524294034,-0.9302787088407078,-0.789737815289285,-0.2914500720613458,-0.6153917215852704,-0.984852628794154,0.9973835792357504,0.1605109696555212,-0.8335417660053913,0.8838816376208534,0.9281525235892023,-0.27146247445819593,-0.1363896332999528,0.3160842622812684,-0.9934043960763443,-0.25444788798149864,-0.7333745836775768,0.13286059247319504,-0.349675827562136,0.13153521319040692,-0.1363896332999528,-0.9980151152929083,0.7429952890719314,-0.13638963329995282,-0.773391494133459
mark,0.9997041383091989,-0.9996093765435512,0.8368544485085572,-0.618616646390278,-0.3989954110203892,0.3322338375019043,-0.7867043950798428,0.994772114130342,0.8332022804800947,-0.9407518264739672,0.47518889453454277,-0.9117118361207496,-0.9260630224637421,-0.9999152163655174,-0.0007749805843715522,0.9351640949213564,-0.7481132322717977,0.7558489371101269,0.9197049322794545,-0.9984799749514901,0.8627237815257,1.0,-0.026346746070833323,-0.7305353653787449,-0.9998260329693058,0.9578077336541337,-0.617064728012653,-0.37112174933739855,-0.735163000667479,-0.9294973140138272,-0.9373366138867492,0.8239107228595798,0.6375955370566592,-0.9984799749514902,0.999055508881721,0.6125268106114027,-0.7208839914064207,-0.618616646390278,0.752443461422397,-0.7990511056753626,-0.7085501537068554,-0.9764704021744927,0.6158145116335585,-0.775426208855265,0.6147604605220622,-0.618616646390278,-0.8928562025239576,0.30255281214143437,-0.6186166463902779,-0.9877854251711705
det,-0.050654073179887495,-0.0016019086159486677,-0.5692838186471944,0.8017187646491257,0.9271468460698863,0.93411635312445,0.6378426950017032,-0.12829329716690913,0.5308241931883514,0.363763895295215,-0.8920980493928422,0.434708317195266,-0.35283914351653417,0.03936151580858536,-0.9996321458241992,0.3294532957744905,-0.6436303915413023,-0.6744329198749881,-0.41670523034337376,0.08140325878298325,0.48276996343581363,-0.026346746070833323,1.0,-0.6633905839787663,0.007696458031081971,0.2620748295363526,-0.7703815844297192,-0.9184840212349512,0.697024209329225,0.3931900767134757,-0.3236084109355249,0.5448155186332029,-0.7869024386099994,0.0814032587829834,0.01711521398870957,0.774037330885251,0.7118081118221808,0.8017187646491257,-0.6782526368667855,-0.5800019960447925,0.7240834873635439,0.24130342082048648,-0.8038423679661894,0.6516489580479989,-0.8046370216746181,0.8017187646491257,-0.4266616865149122,0.9448304738533008,0.8017187646491257,0.18179110224460562
csubj,-0.7137092763427542,0.7493350320814132,-0.2375286851432782,-0.0846086430013667,-0.33468384386856637,-0.8867941259042855,0.15315631707994368,-0.6569812074639385,-0.9862918968136312,0.4556924412836248,0.25370824264692987,0.3854920603170386,0.9342175172826372,0.7215813566769105,0.6834408096938429,-0.9250548185160907,0.9996591914548887,-0.10506476255506896,-0.4037732823176494,0.691787811923793,-0.975563297964498,-0.7305353653787449,-0.6633905839787663,1.0,0.7431453807911292,-0.8959772939988088,0.9881503030362954,0.9052243833529386,0.07414827267365315,0.4271666881489586,0.9226883100145031,-0.9888945002384398,0.060281104243595084,0.691787811923793,-0.7595177687870057,-0.9872508057185746,0.053360899832551045,-0.0846086430013667,-0.09990635663189397,0.9943225576759557,0.035743157229924785,0.5660831982690105,0.08815679264185641,0.1352829969744055,0.08948862231536017,-0.0846086430013667,0.9597901767058448,-0.8718958390865459,-0.08460864300136675,0.615206446770782
xcomp,-0.9990765352376257,0.9999567697874093,-0.8264981855680208,0.6038541412288773,0.3818228285505695,-0.34976872038692236,0.7750529865615143,-0.9926943008991989,-0.843371395015188,0.9342632898884101,-0.45869447669533236,0.9038903480265362,0.9329406702530536,0.9994983842872142,0.019427019575252506,-0.9416082849647989,0.7603601322612557,-0.7435050036017207,-0.9122218964287341,0.9972782445597084,-0.8720056455454887,-0.9998260329693058,0.007696458031081971,0.7431453807911292,1.0,-0.963001924290911,0.6316350103160066,0.38837730579538204,0.7223909736196472,0.9224561496704334,0.9436724362842352,-0.8343379454726222,-0.6231155128577334,0.9972782445597084,-0.9996921836379147,-0.6271638628631555,0.7078315811891699,0.6038541412288773,-0.7400271754527779,0.8101269645770178,0.695264783903566,0.97227815873156,-0.6010114928512723,0.7635136117511157,-0.5999422797732014,0.6038541412288773,0.9011007323740845,-0.3202781786044395,0.6038541412288774,0.984707195604548
obl,0.9505335259127611,-0.9654661368786437,0.6442102668466191,-0.36670001371273037,-0.11861971054248076,0.5893001363541771,-0.5760849444159353,0.9234502190682364,0.9569760554213297,-0.8035999302748398,0.20225244216905738,-0.7551680299258008,-0.9954498103259298,-0.9539840147798999,-0.2881519129605301,0.9975121740923774,-0.9072654186669246,0.5357775818405831,0.7680604853592429,-0.9405110561713516,0.9716595524294034,0.9578077336541337,0.2620748295363526,-0.8959772939988088,-0.963001924290911,1.0,-0.8171956380429889,-0.6223474084040491,-0.5093125263772678,-0.784274711596018,-0.9979290262160379,0.9520287859666032,0.3892817407470965,-0.9405110561713516,0.9693916656420764,0.8138658731226306,-0.49127730549977994,-0.36670001371273037,0.5313917896094889,-0.9381461895455596,-0.4758411449297936,-0.8732905768412278,0.36338432519434616,-0.5612277467553665,0.3621382920061455,-0.36670001371273037,-0.9846172057257736,0.563727000450456,-0.3667000137127303,-0.9013242622479025
nmod,-0.5977416468111157,0.6388163667369167,-0.08561748305138656,-0.23654502697636817,-0.4753556278783407,-0.9472232354390215,-0.0003370113199353225,-0.5334794959429484,-0.9492773628324791,0.3136660352223074,0.39916917049370243,0.239297767018816,0.8683970843308152,0.6067656125503855,0.7873903744414321,-0.85579278543836,0.9838066057097862,0.04882006176770422,-0.2585675715539716,0.5727555520045507,-0.9302787088407078,-0.617064728012653,-0.7703815844297192,0.9881503030362954,0.6316350103160066,-0.8171956380429889,1.0,0.9597205734773685,-0.07979718434747589,0.28332398845446266,0.8525774183125283,-0.9543649362143912,0.21277700557994983,0.5727555520045507,-0.650674958940476,-0.9999834470001715,-0.10054207684293215,-0.23654502697636817,0.05399891594847426,0.9662076506600489,-0.11807165370771455,0.4328466330081719,0.24000391123223194,-0.01839838160208982,0.24130172978573497,-0.23654502697636817,0.9053296719304831,-0.9367265458170843,-0.2365450269763682,0.4869106493399884
advcl:cmpr,-0.3484254694478394,0.39692891233490424,0.1977557531016577,-0.5,-0.7033921361603342,-0.9991370976891796,-0.2812796821856374,-0.2743547900158867,-0.8226971394504918,0.03425440180736186,0.6406932821099581,-0.04313443223569861,0.6941009230737331,0.3589987028599177,0.9288715498179504,-0.6759779956058745,0.8938227323268394,0.32747486402628606,0.02324921250723142,0.31937807232947935,-0.789737815289285,-0.37112174933739855,-0.9184840212349512,0.9052243833529386,0.38837730579538204,-0.6223474084040491,0.9597205734773685,1.0,-0.35664332522270376,0.0024679919633719565,0.671408081621906,-0.832018077406944,0.4787290536908356,0.3193780723294792,-0.41112021771084106,-0.9613212414263218,-0.3760249015363403,-0.5,0.33237021520663784,0.8548686804417919,-0.3923067894684824,0.16213885862579194,0.5030811409617562,-0.298566010851037,0.5042362778840417,-0.5,0.7495387101005031,-0.997347838310495,-0.5000000000000001,0.22189641973874188
